docname,pre,keyword,post,id,date,id_day
text165,", dear mrs . speaker , mrs . ināra ! , first of all ,",thank you,"for such kind words , thank you for your arrival , thank you for this support . , dear mr . prime minister ! , dear deputies of the saeima",165,2022-05-26,1
text165,", dear mrs . speaker , mrs . ināra ! , first of all , thank you for such kind words ,",thank you,"for your arrival , thank you for this support . , dear mr . prime minister ! , dear deputies of the saeima ! , dear latvian people ! ,",165,2022-05-26,1
text165,", dear mrs . speaker , mrs . ināra ! , first of all , thank you for such kind words , thank you for your arrival ,",thank you,"for this support . , dear mr . prime minister ! , dear deputies of the saeima ! , dear latvian people ! , i am glad to have the",165,2022-05-26,1
text165,", dear deputies of the saeima ! , dear latvian people ! , i am glad to have the opportunity to address you today and , above all , to",thank you,"for all the help that ukraine has received from the republic of latvia and from many ordinary citizens of latvia . , you perceive our struggle for freedom as your",165,2022-05-26,1
text167,", ladies and gentlemen . ,",thank you,"for the opportunity to contact you today and for the upcoming communication . , i hope that this conversation will bring us closer to understanding how to prevent large-scale crises",167,2022-05-27,1
text167,"to pray for peace in ukraine , for the people of ukraine and for the wisdom of the world to be enough to save humanity from existing threats . ,",thank you,"for your attention ! , glory to ukraine !",167,2022-05-27,1
text172,"is no delay in it . unlike europe , russia does not need to hold such summits and seek compromises for weeks . by the way , i want to",thank you,"for talking about these compromises , for striving to find help and support for ukraine . , so , they are not ready to compromise , choosing what to do",172,2022-05-30,1
text172,". at least from its oil part . , and we must immediately find a solution that will prevent the food crisis from unfolding . , of course , i",thank you,"for your efforts together with partners to create green corridors for agricultural exports from ukraine . but still , you understand that a reliable guarantee of food security is impossible",172,2022-05-30,1
text172,"membership in the european union by an unprecedented majority . the strength of your nations , the strength of your states and a united europe . , i want to",thank you,"for your unity , ability to be united , energetic , to have a future in a strong european union and to ensure that the developments in the world depend",172,2022-05-30,1
text172,", let's do it ! , because this is not just a question of the aggressor's responsibility for a particular war , but of protecting humanity as such . ,",thank you,"for your attention . , glory to ukraine !",172,2022-05-30,1
text176,"president ! , dear mr . prime minister ! , dear ladies and gentlemen , members of the government , everyone present ! , dear people of luxembourg ! ,",thank you,"for the opportunity to contact you . , your state has a wise and extremely relevant motto : "" we want to stay what we are . "" and this",176,2022-06-02,2
text177,", good afternoon ! ,",thank you,"very much for this opportunity ! , mrs . president čaputová ! , mrs . president von der leyen ! , mr . prime minister heger ! , ladies and",177,2022-06-02,3
text177,"mrs . president čaputová ! , mrs . president von der leyen ! , mr . prime minister heger ! , ladies and gentlemen ! , dear friends ! ,",thank you,"for the honor of speaking to you today . , this year , for the first time in its history , the bratislava forum is organized in such a way",177,2022-06-02,3
text180,"brothers and sisters . , help ukraine . help even more . participate in the reconstruction of our cities , our communities that are liberated from the occupiers . ,",thank you,"very much for your attention . , glory to ukraine !",180,2022-06-04,1
text187,", ladies and gentlemen ! ,",thank you,"for the invitation ! , glad to be able to address you today . i know that business people will listen to me , not politicians , so i will",187,2022-06-08,1
text189,", ladies and gentlemen ! , greetings from ukraine ! , and",thank you,"for the opportunity to address you . , when i learnt that i was named the most influential person of the year , i took it as a recognition of",189,2022-06-09,1
text190,"that very soon we will be able to meet with you in our kyiv office - in the kyiv office of the organization for economic cooperation and development . ,",thank you,"for your attention ! , glory to ukraine !",190,2022-06-09,2
text192,", dear mr . rasmussen ! , dear attendees ! , dear ladies and gentlemen ! ,",thank you,"for the opportunity to address you . , last year , at the fourth copenhagen democracy summit , the question arose as to where the frontline between freedom and oppression",192,2022-06-10,1
text192,"frontline is . of course , democracy . of course , europe . and above all in the minds of leaders who must act , not just speak . ,",thank you,"for your attention . , glory to ukraine !",192,2022-06-10,1
text195,", dear participants of the shangri-la dialogue forum ! , ladies and gentlemen ! , mr . director ! ,",thank you,"for the honor of speaking to you today . , when i was preparing for this meeting with you - so far a virtual meeting , but i hope for",195,2022-06-11,2
text199,". and for the future of millions of children in ukraine and in various european countries who deserve to live in security and peace . to just live . ,",thank you,"for your support ! , glory to ukraine !",199,2022-06-13,1
text202,"members of the government ! , dear members of the parliament , attendees , journalists ! , dear czech people ! , first of all , i would like to",thank you,"for this opportunity to address both houses of the parliament of the czech republic and absolutely all czechs in this format today . , i would like to thank you",202,2022-06-15,1
text202,"thank you for this opportunity to address both houses of the parliament of the czech republic and absolutely all czechs in this format today . , i would like to",thank you,"for those warm words , strong words of support for our people , me personally , our state , which were heard here today , and for the warmth with",202,2022-06-15,1
text208,". , of course , today i would like to thank all our doctors , all ukrainian nurses , who have been literally on the frontline since february 24 .",thank you,"for the tens of thousands of second birthdays you gave to our military , our civilians , our ukrainian children . thank you for saving lives on the front ,",208,2022-06-19,2
text208,"on the frontline since february 24 . thank you for the tens of thousands of second birthdays you gave to our military , our civilians , our ukrainian children .",thank you,"for saving lives on the front , in hospitals across our country . , ukrainian doctors are countless examples of extraordinary heroism . heroism of those who carried out surgeries",208,2022-06-19,2
text209,",",thank you,"so much , mr . president ! , thank you for all the kind words in support of ukraine ! for what has just been said , for what you",209,2022-06-20,1
text209,", thank you so much , mr . president ! ,",thank you,"for all the kind words in support of ukraine ! for what has just been said , for what you and our friends have done for the strength of our",209,2022-06-20,1
text210,"of the african union , , dear mr . chairperson of the african union commission , , distinguished heads of state and government , , ladies and gentlemen ! ,",thank you,"for this opportunity to address you . address you in a state of emergency , when we have a war . in an emergency for the whole world , when",210,2022-06-20,2
text210,"of colonialism must end . , the time of empires is over ! people have the right to just live , just live and have everything for life . ,",thank you,"very much for this opportunity to address you ! , thank you very much for your attention ! , glory to ukraine !",210,2022-06-20,2
text210,"! people have the right to just live , just live and have everything for life . , thank you very much for this opportunity to address you ! ,",thank you,"very much for your attention ! , glory to ukraine !",210,2022-06-20,2
text211,", thank you very much ! , first of all , i would like to thank mr . giampiero massolo . , i would like to",thank you,", dear mr . mario monti , for inviting me . just before i start , i would like to thank you for our students , for finding opportunities ,",211,2022-06-20,3
text211,"giampiero massolo . , i would like to thank you , dear mr . mario monti , for inviting me . just before i start , i would like to",thank you,"for our students , for finding opportunities , for finding programs , for helping ukrainians , temporarily displaced persons , our displaced students . this is our future , so",211,2022-06-20,3
text211,"future , so we do not want to lose it and therefore we really want them to return to our homeland after receiving your warmth , knowledge , experience .",thank you,"again for saving our future , our students . , now i would like to address all the participants of the forum . , dear friends ! , i am",211,2022-06-20,3
text211,"more for ukraine to win . , i repeat - weapons for ukraine , financial support and reconstruction of our state . three elements that can change everything . ,",thank you,"for your attention ! , glory to ukraine !",211,2022-06-20,3
text215,"remain confident that europe's future is bright and free , because we all stand together to protect it ! , i am grateful to all those who support us .",thank you,"for this sincerity , amsterdam ! looking forward to a positive european decision for ukraine ! , embrace ukraine , strengthen europe ! , слава україні !",215,2022-06-22,1
text216,"and these will be different times . , what exactly and how we will cover the path to them - i think we will discuss that today here . ,",thank you,"very much for the opportunity . thank you for the meeting . thank you for your support , canada . , glory to ukraine !",216,2022-06-22,2
text216,"what exactly and how we will cover the path to them - i think we will discuss that today here . , thank you very much for the opportunity .",thank you,"for the meeting . thank you for your support , canada . , glory to ukraine !",216,2022-06-22,2
text216,"cover the path to them - i think we will discuss that today here . , thank you very much for the opportunity . thank you for the meeting .",thank you,"for your support , canada . , glory to ukraine !",216,2022-06-22,2
text218,"together - with us against russian aggression . and , unfortunately , we have not yet seen israel join the sanctions regime . , however , i would like to",thank you,"for the medications you sent to our country . unfortunately , i have nothing to say about most of the items of the necessary assistance from israel to ukraine .",218,2022-06-23,2
text219,"to tell each and every one of you personally what our people feel , and in the same order as it was then . , lithuania stands for us .",thank you,", mr . president ! gitanas , you know how grateful ukraine is to your people and to you personally . , latvia stands for us . thank you ,",219,2022-06-23,3
text219,". thank you , mr . president ! gitanas , you know how grateful ukraine is to your people and to you personally . , latvia stands for us .",thank you,", mr . prime minister ! i believe that together we will be able to strengthen the international legal order . , estonia stands for us . thank you ,",219,2022-06-23,3
text219,". thank you , mr . prime minister ! i believe that together we will be able to strengthen the international legal order . , estonia stands for us .",thank you,", mrs . prime minister kallas ! by helping one , we help everyone . estonia has done a lot . , poland stands for us . thank you ,",219,2022-06-23,3
text219,"you can be sure that with ukraine , europe will really be able to be among the global leaders in the xxi century . , slovenia stands for us .",thank you,", mr . prime minister ! i am grateful for the unwavering protection of the common european cause . , slovakia stands for us . thank you , mr .",219,2022-06-23,3
text219,"for us . thank you , mr . prime minister ! i am grateful for the unwavering protection of the common european cause . , slovakia stands for us .",thank you,", mr . prime minister ! we have to continue to protect each other , it makes us really strong . , the czech republic stands for us . thank",219,2022-06-23,3
text219,"you , mr . prime minister ! we have to continue to protect each other , it makes us really strong . , the czech republic stands for us .",thank you,", mr . prime minister ! i believe that we will also be together on the path to ukraine's full membership in the eu . , romania stands for us",219,2022-06-23,3
text219,"president ! klaus , our cooperation in the region and in european structures can indeed become one of the foundations of global stability . , bulgaria stands for us .",thank you,", mr . prime minister ! thank you for choosing the side of good in the confrontation that began on february 24 without hesitation . we know it's not easy",219,2022-06-23,3
text219,"region and in european structures can indeed become one of the foundations of global stability . , bulgaria stands for us . thank you , mr . prime minister !",thank you,"for choosing the side of good in the confrontation that began on february 24 without hesitation . we know it's not easy for you . , greece stands for us",219,2022-06-23,3
text219,"choosing the side of good in the confrontation that began on february 24 without hesitation . we know it's not easy for you . , greece stands for us .",thank you,", mr . prime minister ! and i’m personally thankful to the greek people , your country , which i really love . , germany stands for us . thank",219,2022-06-23,3
text219,"you , mr . prime minister ! and i’m personally thankful to the greek people , your country , which i really love . , germany stands for us .",thank you,", olaf ! thank you for your support at a crucial moment . , portugal stands for us . thank you , mr . prime minister ! your country knows",219,2022-06-23,3
text219,"minister ! and i’m personally thankful to the greek people , your country , which i really love . , germany stands for us . thank you , olaf !",thank you,"for your support at a crucial moment . , portugal stands for us . thank you , mr . prime minister ! your country knows our people well . and",219,2022-06-23,3
text219,"prime minister ! your country knows our people well . and i am sure that we will only increase positive ties between us . , croatia stands for us .",thank you,", mr . prime minister ! and thank you for the help with the experience we use to protect our freedom . , sweden stands for us . thank you",219,2022-06-23,3
text219,". and i am sure that we will only increase positive ties between us . , croatia stands for us . thank you , mr . prime minister ! and",thank you,"for the help with the experience we use to protect our freedom . , sweden stands for us . thank you , mrs . prime minister ! blue and yellow",219,2022-06-23,3
text219,"thank you , mr . prime minister ! and thank you for the help with the experience we use to protect our freedom . , sweden stands for us .",thank you,", mrs . prime minister ! blue and yellow truly always stand together ! , finland stands for us . thank you , mrs . prime minister ! your willingness",219,2022-06-23,3
text219,"freedom . , sweden stands for us . thank you , mrs . prime minister ! blue and yellow truly always stand together ! , finland stands for us .",thank you,", mrs . prime minister ! your willingness to resist aggression is simply amazing ! , the netherlands stands for us . thank you , mr . prime minister !",219,2022-06-23,3
text219,"sure that your choice of ukraine will definitely strengthen our common european freedom , the rule of law and our unity in diversity . , malta stands for us .",thank you,", mr . prime minister ! the voice of your island makes the european community complete . , denmark stands for us . thank you , mrs . prime minister",219,2022-06-23,3
text219,"malta stands for us . thank you , mr . prime minister ! the voice of your island makes the european community complete . , denmark stands for us .",thank you,", mrs . prime minister ! be sure that the protection of european values will only increase with ukraine . , luxembourg stands for us . thank you , mr",219,2022-06-23,3
text219,"us . thank you , mrs . prime minister ! be sure that the protection of european values will only increase with ukraine . , luxembourg stands for us .",thank you,", mr . prime minister ! we truly understand each other , and your energy inspires us to future victories . , cyprus stands for us . thank you ,",219,2022-06-23,3
text219,". thank you , mr . prime minister ! we truly understand each other , and your energy inspires us to future victories . , cyprus stands for us .",thank you,", mr . president ! thank you for the choice in favor of our people and our values . , italy stands for us . thank you very much ,",219,2022-06-23,3
text219,"minister ! we truly understand each other , and your energy inspires us to future victories . , cyprus stands for us . thank you , mr . president !",thank you,"for the choice in favor of our people and our values . , italy stands for us . thank you very much , mr . prime minister ! thank you",219,2022-06-23,3
text219,"for us . thank you , mr . president ! thank you for the choice in favor of our people and our values . , italy stands for us .",thank you,"very much , mr . prime minister ! thank you for your strength , for your perseverance . thank you for proving that the principles of decent people are truly",219,2022-06-23,3
text219,"thank you for the choice in favor of our people and our values . , italy stands for us . thank you very much , mr . prime minister !",thank you,"for your strength , for your perseverance . thank you for proving that the principles of decent people are truly the foundation of europe . , spain stands for us",219,2022-06-23,3
text219,"and our values . , italy stands for us . thank you very much , mr . prime minister ! thank you for your strength , for your perseverance .",thank you,"for proving that the principles of decent people are truly the foundation of europe . , spain stands for us . thank you , mr . prime minister ! i",219,2022-06-23,3
text219,"your strength , for your perseverance . thank you for proving that the principles of decent people are truly the foundation of europe . , spain stands for us .",thank you,", mr . prime minister ! i believe that we can significantly strengthen our relations . , belgium stands for us . thank you , mr . prime minister !",219,2022-06-23,3
text219,"minister ! we hope that after our victory we will be able to see each other often in brussels on common european affairs . , austria stands for us .",thank you,", mr . chancellor ! i am convinced that we will be able to make europe even safer and historically the most stable . , ireland stands for us .",219,2022-06-23,3
text219,", mr . chancellor ! i am convinced that we will be able to make europe even safer and historically the most stable . , ireland stands for us .",thank you,", mr . prime minister ! this is a historic rapprochement of our nations . your personal leadership is truly impressive . , hungary stands for us . thank you",219,2022-06-23,3
text219,"to express special gratitude to our heroes - each and everyone who defends the independence of ukraine with weapons in their hands , defends the freedom of europe . ,",thank you,"! thank you for making possible a new history of ukraine , a new history of europe - even stronger , even freer . , thank you all so much",219,2022-06-23,3
text219,"gratitude to our heroes - each and everyone who defends the independence of ukraine with weapons in their hands , defends the freedom of europe . , thank you !",thank you,"for making possible a new history of ukraine , a new history of europe - even stronger , even freer . , thank you all so much ! , glory",219,2022-06-23,3
text228,"the notion "" state terrorism "" at the un level . all russia's actions must receive a legal assessment - global sanctions for destroying the international legal order . ,",thank you,"for your attention and i wish to say just one more thing . various countries of the world may have different attitudes to war , to any war . but",228,2022-06-29,1
text230,". . . we do not have 10 years . do you have them ? are you really sure about that ? , thanks again for the invitation . ,",thank you,"very much for your attention . , glory to ukraine !",230,2022-06-29,3
text233,"federal chancellor , , dear moderators ! , ladies and gentlemen ! , dear attendees and all people who watch us in different countries of our wonderful world ! ,",thank you,"for the invitation to participate in your forum . gamechanging is really something that can be said about ukraine , and it is quite logical that such a forum takes",233,2022-07-01,1
text233,"of europe , or the enemies of democracy and freedom will believe that the game can change in their favor . we have to do it in time ! ,",thank you,"for your attention ! , glory to ukraine !",233,2022-07-01,1
text234,"and today i have the honor to invite the president of the european commission to deliver a speech in the verkhovna rada of ukraine . ursula , i wish to",thank you,"once again for your leadership in building these powerful and strong historical relations between ukraine and europe , which have become our new history , the new common european history",234,2022-07-01,2
text235,"for ukraine , the strengthening of sanctions against russia . norway has already given us significant support , but there will be an additional package of 1 billion euros .",thank you,"so much . we will not forget . , a special group on international security guarantees for ukraine was formed . the group is headed by anders fogh rasmussen ,",235,2022-07-01,3
text239,"we can prove that the democratic world is stronger , europe is more powerful , that our values cannot be destroyed . and we will definitely do it . ,",thank you,"very much for your attention ! , i invite you all to our beautiful country , the best in the world , to ukraine , to work with us .",239,2022-07-04,2
text241,", dear mrs . presidents ! , ladies and gentlemen ! ,",thank you,"for the invitation to participate in this roundtable . , now , if we look at the news about the life of our societies on any day , we will",241,2022-07-05,1
text245,"who do not have significant military or economic resources to resist russian pressure , but who can fight thanks to their honesty and brave heart . today i want to",thank you,", friends . i want to thank the entire slovenian people , for your honesty and for your brave heart . , a little more than two weeks ago ,",245,2022-07-08,1
text245,"union , we will ensure that our relations reach another fundamental level - the level of a positive result in the negotiations regarding ukraine's membership in the eu . ,",thank you,"for your attention ! , skupaj bomo zmagali ! , glory to ukraine !",245,2022-07-08,1
text246,"i congratulated chief commissar zaluzhny on his birthday today . i wished him good health , i wished him and all of us the most important thing – victory .",thank you,"for your service ! , and tomorrow , on july 9 , and in fact already after sunset today , the muslim community begins to celebrate kurban bayram . this",246,2022-07-09,1
text250,"ukraine . who stay here no matter what . who do their job every day . with faith in ukraine , with faith in victory . now i want to",thank you,"all . thank you for having you . thank you for being with ukraine . , in the evening , as always , i signed the decree awarding our heroes",250,2022-07-12,1
text250,"here no matter what . who do their job every day . with faith in ukraine , with faith in victory . now i want to thank you all .",thank you,"for having you . thank you for being with ukraine . , in the evening , as always , i signed the decree awarding our heroes . 156 warriors were",250,2022-07-12,1
text250,"do their job every day . with faith in ukraine , with faith in victory . now i want to thank you all . thank you for having you .",thank you,"for being with ukraine . , in the evening , as always , i signed the decree awarding our heroes . 156 warriors were awarded state awards . 56 of",250,2022-07-12,1
text251,"them for the fact that the aggressor has really been punished , and all other potential aggressors in the world have no alternative to a normal peaceful life . ,",thank you,"for your attention ! , glory to ukraine !",251,2022-07-13,1
text253,"those killed by russian crimes - from 2014 to this day , all those who were killed by russia on our ukrainian land and in the ukrainian sky . ,",thank you,. i am grateful to you for honoring the memory of the victims of russian aggression with me . just feel it : we do it every day . because,253,2022-07-14,1
