docname,pre,keyword,post,id,date,id_day
text120,"in a situation where they cannot be sure of stability for their people . ,",i am grateful to,"indonesia for supporting the territorial integrity and sovereignty of our state , for an honest",120,2022-04-27,1
text120,"communities of the region , in the temporarily occupied districts of the zaporizhzhia region .",i am grateful to,everyone who does not give up . who protests . who ignores the occupiers and,120,2022-04-27,1
text120,of ukraine continue to beat the invaders throughout the territory where the fighting continues .,i am grateful to,"each of our defenders who do everything for russia to lose . , mariupol ,",120,2022-04-27,1
text121,"aid . , this is a very important step by the united states . and",i am grateful to,the american people and personally to president biden for it . i hope that the,121,2022-04-28,1
text121,of those countries that reacted to russia's aggression in a principled manner and quickly .,i am grateful to,both the bulgarian government and the bulgarian people for not delaying the support for our,121,2022-04-28,1
text121,bulgaria and the use of the trans-balkan gas pipeline together with the bulgarian side .,i am grateful to,bulgaria for the opportunity to use the port of varna to export our agricultural capacity,121,2022-04-28,1
text121,"the southern regions . , the armed forces of ukraine repel the invaders . and",i am grateful to,"each of our defenders who are holding positions . , we are doing everything to",121,2022-04-28,1
text121,". this is salvation for all of you - for all of europe . ,",i am grateful to,"those partners who understand this . and who help convince others . , before delivering",121,2022-04-28,1
text122,"mariupol residents and the defenders of the city who shelled and killed themselves . ,",i am grateful to,"the united states , president biden and congress for an analogue of the famous lend-lease",122,2022-04-29,1
text123,"heroes . i talked to them today . congratulated them . thanked them . ,",i am grateful to,everyone whose professional day was today . i had the honor to present state awards,123,2022-04-30,1
text124,in the preparation of the rescue of people and who ensure this humanitarian corridor .,i am grateful to,everyone who held negotiations . to iryna vereshchuk as the coordinator of this process .,124,2022-05-01,1
text124,"who held negotiations . to iryna vereshchuk as the coordinator of this process . ,",i am grateful to,"our intelligence . our team - david , andriy . and also to the partners",124,2022-05-01,1
text124,". and they will continue to respond until the occupiers leave our land . ,",i am grateful to,all our defenders . to everyone who has been defending the state since february 24,124,2022-05-01,1
text125,", the south of the country - everywhere the situation remains extremely difficult . but",i am grateful to,"each and every one of our defenders who are holding the defense . , i",125,2022-05-02,1
text127,", russia has become the greatest threat to the entire free world . , and",i am grateful to,"every nation that is fighting this tyranny with us . , because only if we",127,2022-05-03,2
text127,"in particular . , ladies and gentlemen ! , the people of albania ! ,",i am grateful to,you for not hesitating who to support in this struggle . you are definitely on,127,2022-05-03,2
text127,"mariupol ? or maybe someone who is already working to undermine your country ? ,",i am grateful to,albania for its cooperation within the united nations platform . especially now when your country,127,2022-05-03,2
text128,"finally , these people are completely safe . they will get help . , and",i am grateful to,all those on whom the rescue of these people depended . who agreed and who,128,2022-05-03,3
text128,on whom the rescue of these people depended . who agreed and who helped .,i am grateful to,"everyone who ensured the physical transportation of people through the humanitarian corridor . , of",128,2022-05-03,3
text128,"ones . i commissioned to provide all the necessary assistance to the victims . ,",i am grateful to,"the prime minister of the united kingdom and the great friend of ukraine , boris",128,2022-05-03,3
text129,"to keep this horrible list of children killed from growing . never again . ,",i am grateful to,"each and every one of you ! , thank you , denmark ! , glory",129,2022-05-04,1
text130,". all of them will receive the most caring treatment from our state . ,",i am grateful to,"all those who make the evacuation operation successful : iryna vereshchuk , andriy yermak ,",130,2022-05-05,1
text130,"a day when i didn't do it , when we didn't do it . and",i am grateful to,"everyone who helps . , i spoke with israeli prime minister bennett . i congratulated",130,2022-05-05,1
text130,"the ground forces of the armed forces of ukraine were awarded state awards . ,",i am grateful to,"all our heroes ! , to all who stood up for our state . ,",130,2022-05-05,1
text131,"which makes europe a true defender of the most important thing - freedom . ,",i am grateful to,all the participants of the conference for being with us in this war for a,131,2022-05-05,2
text132,is looking for an option that will ensure the safety of these people . and,i am grateful to,everyone who helps . to all those who offered mediation and are making efforts to,132,2022-05-05,3
text133,. for months we have been fighting for a sufficient supply of weapons . and,i am grateful to,"those states that help us from the first days constantly , every day . because",133,2022-05-06,1
text134,"in the confrontation with russia . it is important that every nation helps . ,",i am grateful to,"your people for the steps you have already taken , in particular by supporting sanctions",134,2022-05-06,2
text136,"and even our museums , which are becoming targets for russian missile strikes . ,",i am grateful to,the teams of the international committee of the red cross and the united nations for,136,2022-05-07,1
text138,"such historical concepts as "" lend-lease "" and "" marshall plan "" have returned .",i am grateful to,the united states and our european colleagues for these initiatives . that is why we,138,2022-05-08,2
text138,"coalition to save democracy and freedom in europe , to guarantee peace and security .",i am grateful to,"you for this solidarity and for this unification . , but what do we need",138,2022-05-08,2
text138,"of ukraine and the whole world ? , first of all , weapons . ,",i am grateful to,"you for the defensive assistance we have already received . because , as in world",138,2022-05-08,2
text138,"level . , friends ! , i commend the efforts of each of you .",i am grateful to,"each of you for the weapons , sanctions and support . but i'm sure you",138,2022-05-08,2
text139,"held talks today with my friend , prime minister of canada justin trudeau . ,",i am grateful to,"justin for visiting our country . exactly now , exactly on this day . a",139,2022-05-08,3
text139,"in this war . and russia will lose , because evil always loses . ,",i am grateful to,"the first lady of the united states jill biden for her visit to ukraine ,",139,2022-05-08,3
text139,as much information as possible about what ukrainian men and women need now . and,i am grateful to,"her for the sincere support of our people . , i held talks with prime",139,2022-05-08,3
text139,kyiv . croatia fundamentally and strongly supports our state in the struggle for independence .,i am grateful to,croatia for everything we have already received . and i hope that in the future,139,2022-05-08,3
text139,"union can help us . , bono , u2 , also visited ukraine today .",i am grateful to,him for supporting our people and drawing even more attention to the need to help,139,2022-05-08,3
text139,"of remembrance of the victims of world war ii regain their weight again . ,",i am grateful to,all our defenders who are defending and saving ukraine from the modern descendants of that,139,2022-05-08,3
text139,"eternal glory to all our heroes ! eternal glory to all our warriors ! ,",i am grateful to,"all the friends of ukraine and freedom ! , glory to ukraine !",139,2022-05-08,3
text141,"and any other day needed for the liberation of ukraine from the occupiers . ,",i am grateful to,"all our defenders . , i am grateful to all those who defend the kharkiv",141,2022-05-09,2
text141,"ukraine from the occupiers . , i am grateful to all our defenders . ,",i am grateful to,"all those who defend the kharkiv region , defend donbas , defend the south of",141,2022-05-09,2
text142,"flag , which is now very often seen by all europeans in their cities –",i am grateful to,them – it reflects our fertile land – fields of yellow wheat . and also,142,2022-05-10,1
text142,"conference will be held in bratislava in june to activate assistance for ukraine . ,",i am grateful to,"everyone who participates in its organization , including the globsec think tank . and i",142,2022-05-10,1
text143,"the kharkiv region . the occupiers are gradually being pushed away from kharkiv . ,",i am grateful to,all our defenders who are holding the line and demonstrating truly superhuman strength to drive,143,2022-05-10,2
text144,", our state will do everything to bring to justice every war criminal . and",i am grateful to,"everyone who helps us . in particular , france . but there is an aspect",144,2022-05-11,1
text145,"this decision will then be signed by president biden and will take effect . ,",i am grateful to,the people of america and to all our friends in congress and administration for their,145,2022-05-11,2
text145,"full-scale war . , this definitely characterizes the courage of all our defenders . ,",i am grateful to,"each and every one of them ! very grateful . , eternal glory to all",145,2022-05-11,2
text147,"world after this war . a war that changes everything in world politics . ,",i am grateful to,"the friend of ukraine , prime minister of the netherlands mark rutte , for today's",147,2022-05-12,2
text148,". on european countries , on the countries of the whole free world . ,",i am grateful to,all those who are working to strengthen sanctions on russia and to increase defense and,148,2022-05-13,1
text148,"negotiations . , already 37 foreign missions have resumed their work in kyiv . and",i am grateful to,"all of them , because this is 37 proofs that ukraine stands strong and has",148,2022-05-13,1
text149,"women who help save people from the occupiers , from the same nazis . ,",i am grateful to,all journalists and just all caring people who document modern stories of salvation and record,149,2022-05-14,1
text149,"it looks especially insane , but they do not stop all these efforts . ,",i am grateful to,"everyone who holds the line and brings closer to donbas , pryazovia and kherson the",149,2022-05-14,1
text150,all the feverish activity of the russian military we see now will end . and,i am grateful to,"all the ukrainians who are bringing this time closer . , eternal glory to all",150,2022-05-15,1
text151,"comes from , our strong desire for the freedom we are fighting for . and",i am grateful to,those who made that choice with us . who also decided to be the subject,151,2022-05-16,1
text152,"interests not only of our state , but also of the whole of europe .",i am grateful to,those leaders of the continent who are aware of this and help promote the respective,152,2022-05-17,1
text156,", we are also accumulating all possible resources of the world to support ukraine .",i am grateful to,"andriy shevchenko , our legendary football player , for becoming the first ambassador of the",156,2022-05-18,3
text158,", the 85th day of our defense , will be remembered for sure . ,",i am grateful to,the united states for approving a new $ 40 billion package of support for ukraine,158,2022-05-19,2
text160,"whole free world stand with you , you can overcome that as well . ,",i am grateful to,president biden for the immediate signing of the $ 40 billion support package for ukraine,160,2022-05-21,1
text162,take to achieve our common goal - full membership of ukraine in the eu .,i am grateful to,andrzej and all the polish people for the fact that we are going along this,162,2022-05-22,2
text164,"to parliaments or other foreign audiences is necessarily related to this topic . , and",i am grateful to,all those partners who help and provide us with the necessary weapons and ammunition to,164,2022-05-23,2
text164,". nobody destroyed donbas as much as the russian army does now . , and",i am grateful to,all our warriors who are holding their positions and have the courage to counterattack .,164,2022-05-23,2
text165,"our people to break their advantage in the amount of equipment and weapons . ,",i am grateful to,all the partners of ukraine who help . but i emphasize again and again :,165,2022-05-24,1
text165,"to be the masters . they will definitely not be the masters there . ,",i am grateful to,each and everyone who helps bring this time of liberation of our territory and peace,165,2022-05-24,1
text165,"who helps bring this time of liberation of our territory and peace closer . ,",i am grateful to,"all our military , intelligence officers , border guards , sappers , rescuers , doctors",165,2022-05-24,1
text165,"who works , saves , helps and promotes ukrainian interests in the world . ,",i am grateful to,"everyone who decided to be with ukraine on february 24 . , we will definitely",165,2022-05-24,1
text166,"win . that's what those who really value people are talking about . , and",i am grateful to,"everyone who spoke about it , including in davos . who talks about it in",166,2022-05-25,1
text166,"upon three colonels of the state service of special communications and information protection . ,",i am grateful to,"everyone who defends the state ! , eternal memory to all who gave their lives",166,2022-05-25,1
text167,""" , "" repression "" , "" deportation "" main again for different nations .",i am grateful to,"you for the determination you’ve stood up for justice with . , as early as",167,2022-05-26,1
text167,who have found temporary shelter in latvia . ukraine will always remember your help .,i am grateful to,"you for this , grateful for this help ! , so why did it happen",167,2022-05-26,1
text167,are carrying out genocide against the people of ukraine in a competent court . and,i am grateful to,"your state , to your president , mr . levits , for initiatives that will",167,2022-05-26,1
text168,"a billion euros a day from europeans for energy supplies . , of course ,",i am grateful to,our friends who are promoting new sanctions . but where did those who block the,168,2022-05-26,2
text168,"are hundreds and hundreds of times more feats and victories of our defenders . ,",i am grateful to,everyone who holds the defense . who helps the army and all our defenders .,168,2022-05-26,2
text169,"this war will be measured in weeks . weeks , not even months . ,",i am grateful to,"the leader of your country , the president of indonesia , for inviting me to",169,2022-05-27,1
text170,"and women who care about ukraine and empathize with our struggle for freedom . ,",i am grateful to,you for your interest and for such a number of sincere and caring bright eyes,170,2022-05-27,2
text170,"not need to know what the air alarm sounds like at all . , and",i am grateful to,all our friends in the world who make these words - and their depth -,170,2022-05-27,2
text171,", no matter what the time is , they always do their job . ,",i am grateful to,everyone for a really quick help and really dedicated work . grateful for the work,171,2022-05-27,3
text171,"is being provoked in those countries that are most dependent on our exports . ,",i am grateful to,the indonesians for understanding the arguments of our country and for their support in countering,171,2022-05-27,3
